price,title
$1.00,H/Family Baked Bean Tmt Sauce 425G
$1.10,Heinz Baked Beans 220G
$1.45,Heinz Baked Beans 420G
$0.80,Greenland Baked Beans 425G
$1.25,Mili Baked Beans 425G
$2.75,Mili Fried Dace W/Veg 184G
$2.75,Mili Fried Dace B/Beans 184G
$1.80,Min Gui Instant Jelly Fish Org 150G
$1.30,Min Gui Instant Kelp 150G
$0.90,Farmland Sardines Tomato Sauce 155G
$1.75,Farmland Tuna Chunks In Oil 185G
$1.35,King Coral Sardine Paste 120G
$1.80,H/Family Tuna Flakes IN Sflower Oil 170G
$1.80,H/Family Tuna Chunk IN S'FLOWER Oil 170G
$1.80,H/Family Chilli Tuna 170G
$1.80,H/Family Tuna Flakes IN Water 170G
$1.80,H/Family Tuna Mayonnaise 170G
$1.80,H/Family Tuna Chunk IN Water 170G
$2.20,H/Family Sardine IN Tomato Sauce 425G
$1.45,H/Family Mackerel IN Tomato Sauce 425G
$1.65,Battle Ship Mackerel IN Tomato SAUCE425G
$2.20,Ayam Sardines Olive Oil Chilli 120G
$2.20,Ayam Sardines In Tomato Sauce 120G
$2.20,Ayam Sardines Xtra V.Oil & G/Pepp 120G
$2.20,Ayam Sardines Teriyaki Sauce 120G
$2.45,Ayam Sandwich Tuna Flake In Oil 150G
$2.45,Ayam T/Light Flakes In Water 150G
$2.45,Ayam Tuna Flakes In S/Flower Oil 150G
$2.45,Ayam Tuna Chunks In S/Flower Oil 150G
$2.65,Ayam Tuna Light Chunks Olive Oil 150G
$2.45,Ayam Chunks In Water Tuna 150G
$2.65,Ayam Tuna L/Flakes Olive Oil 150G
$2.45,Ayam Spread Salmon 160G
$2.45,Ayam Seafood Spread 160G
$2.45,Ayam Tuna Spread Mayo 160G
$2.45,Ayam Chilli Tuna 160G
$2.45,Ayam Tomato Chilli Tuna 160G
$2.45,Ayam Tuna Mild Mayonnaise 160G
$2.45,Ayam Curry Tuna 160G
$2.45,Ayam Tuna Light Mayonnaise 160G
$2.45,Ayam Mayonnaise Natural Tuna 160G
$2.45,Ayam Hot Mayonnaise Tuna 160G
$1.50,Ayam Mackerel 155G
$1.50,Ayam Sardines 155G
$1.85,Ayam Fried Mackerel 155G
$2.20,Mei Way Spiced Pork Cube 142G
$1.20,Mei Way Pork Mince With Bean Paste 180G
$4.05,Mei Way Stewed PORK(SLICED)397G
$3.85,Mei Way Pork Leg With Mushrooms 397G
$1.95,Codfo Pork&Ham 198G
$2.95,Codfo Pork&Ham 340G
$7.50,Carters Corned Mutton 340G
$5.90,Carters Corned Beef 340G
$2.35,Friboi Corned Beef 198G
$3.35,Friboi Corned Beef 340G
$3.60,El-Dina Ckn B/Pepper Meatloaf 340G
$3.60,El-Dina Ckn Cheese Meatloaf 340G
$4.45,Spam Luncheon Meat W/Bacon 340G
$3.60,G/Bridge Luncheon Meat Chicken 397G
$3.60,G/Bridge Pork Luncheon Meat B/Pep 397G
$3.60,G/Bridge Pork Luncheon Meat Cheese 397G
$3.30,Golden Bridge Pork Luncheon Meat 397G
$2.40,Maling Luncheon Meat 397G(Q5)
$2.15,Mili Pork L/Meat 397G
$2.05,Shanghai B2 Pork Luncheon Meat 397G
$3.80,Highway Corned Beef 340G
$2.90,Highway Luncheon Meat Ham 397G
$3.60,Tulip Pork L/Meat 340G
$1.85,KELLY'S Beef Pastrami 100G
$1.85,KELLY'S Bacon Bits Luncheon Ham 100G
$1.85,KELLY'S Chicken Lyoner Ham 100G
$1.85,KELLY'S Picante Pork Luncheon Ham 100G
$4.45,Spam Luncheon Meat Oven R/TURKEY340G
$3.95,LIBBY'S Corn Beef Lable 340G
$3.95,LIBBY'S Corned Beef W/Onion 340G
$3.95,LIBBY'S Corn Beef W/Pepper 340G
$2.45,Gulong Spiced Pork Cubes 142G
$1.50,Gulong Chaosansi 198G
$1.10,Gulong Pork Mince B/Paste 180G
$1.60,Gulong Pork&Bamboo Shoots 198G
$3.20,Gulong Stewed Pork Chops 256G
$2.40,Gulong Stewed Pork 256G
$2.10,Gulong Pork Luncheon Meat 360G
$3.95,Gulong Stewed Pork Sliced 383G
$4.60,Gulong Stewed Pork Chops 397G
$0.80,Narcissus Braised Peanuts 170G
$0.65,Narcissus Pickled Lettuce 182G
$1.10,H/Family Mushrooms 425G New
$4.55,Yummy L'ZHI M/Abalone Sauce 200G
$0.70,Mili Braised Peanut 170G
$1.20,Mili Whole Corn 400G
$1.05,Mili Cut Corn 400G
$1.25,Mili Whole Mushroom 425G
$1.25,Mili Straw Mushroom 425G
$1.45,Greenland Straw Mushroom 425G
$1.30,Greenland Mushroom(W) 425G
$1.00,Narcissus Mushroom Whole 198G
$1.25,Narcissus Mushrooms 425G
$1.40,Narcissus Mushrooms Pcs&S 425G
$1.50,Narcissus Straw M/Rooms 425G
$0.90,Hosen Whole Mushroom 184G
$1.70,Hosen Gingko Nuts 397G
$0.60,Hosen Green Peas 397G
$0.95,Hosen Whole Kernel Corn 400G
$1.30,Hosen Whole Mushroom 425G
$1.95,Hosen Garbanzo Beans 425G
$1.25,Hosen Mushroom Sliced 425G
$1.25,Hosen S/Mushroom Unpeeled 425G
$1.10,Hosen Young Corn Spear 425G
$0.95,Hosen Sweet Cream Style 425G
$1.95,Hosen Red Kidney Beans 425G
$8.30,Hosen Mushroom Whole 2840G
$1.30,Hosen Bamboo Shoot 552G
$1.65,Delmonte F/C Whole Kernel Corn 380G
$1.65,Delmonte F/C Cream Style Corn 380G
$1.80,Delmonte F/C Sweet Corn 418G
$1.80,Delmonte Whole Kernel Corn 432G
$0.60,Gulong Braised Peanuts 170G
$0.60,Gulong Pickled Lettuce 170G
$1.55,Saporito Boiled Chick Peas 400G
$0.80,Ayam Processed Peas 230G
$1.40,Ayam Whole Kernel Corn 425G
$1.15,Ice Cool Mushroom 425G
$1.15,Ice Cool Mushroom Slice 425G
$1.00,Yifon Poku Mushroom 284G
$2.65,A1 Instant Bee Hoon 10X50G
$2.90,Cantonese Premium Bee Hoon 400G
$1.30,Tai Sun Flour Vermicelli 300G
$1.25,Tai Sun Rice Vermicelli 400G
$6.25,Tai Sun Rice Vermicelli 3KG
$1.50,Chilli Fishhead Bee Hoon 400G
$1.60,Chilli Laksa Rice Vermicelli 400G
$1.40,Chilli Brand Rice Vermicelli 400G
$6.45,Chilli Brand Beehoon 3KG
$0.40,H/Family Lungkow Vermicelli 50G
$1.55,H/Family Lungkow Vermicelli 250G
$1.10,H/Family Rice Vermicelli 400G
$8.95,Lungkow Vermicelli 1KG
$1.50,Pagoda Vermicelli 400G
$2.40,White Swallow S/Potato Vermicelli 350G
$1.55,Chun SI  Rice Vermicelli 300G
$1.50,SL Korean Sweet Potato Vermicelli 200G
$1.30,SL Taiwan Rice Vermicelli 300G
$1.50,Peacock Brown Rice Vermicelli 300G
$1.95,Erawan Choheng R/Vermicelli 600G
$1.30,Swallow R/Vermicelli 500G
$2.00,Ban Hock Rice Vermicelli 400G
$1.15,Moon Star Rice Vermicelli 400G
$1.95,Wai Wai Rice Vermicelli 500G
$0.75,Tai Sun Flour Vermicelli 120G
$11.00,Tai Sun Flour Vermicelli 3KG
$0.65,Maicar Del Flour Vermicelli 120G
$1.15,Maicar Del Flour Vermicelli 300G
$1.85,Maicar Amoy Vermicelli 350G
$1.70,Maicar Hokien Mee Swa(Box) 350G
$1.95,Maicar Long Life Noodle (W/L) 350G
$1.95,Maicar Long Life Noodle(R/L) 350G
$6.35,Lujia Fu Zhou Flour Vermicelli 1KG
$5.45,Botan Bee Hoon 3KG
$5.95,Moon Star Rice Vermicelli 3KG
$1.15,Happy Phoenix Instant Vermicelli 300G
$1.65,Wahaha Mixed Congee Guiyuan Lian Zi 360G
$1.30,Famous House Mixed Oat Congee 370G
$1.70,Maggi Porridge Chicken 63G
$1.70,Maggi Porridge Duck 63G
$1.70,Maggi Fish Rice Porridge 63G
$1.70,Maggi Porridge Abalone 63G
$1.60,Knorr Jok Chicken 35G
$1.60,Knorr Jok White 35G
$1.60,Knorr Jok Yellow 35G
$1.55,Dried Buckwheat Noodles 350G
$1.55,Dried Corn Noodles 350G
$1.05,Hdf Vegetarian Noodle 300G
$3.95,Ho I Dried Noodle 1KG
$2.20,Pagoda Udon Japanese Noodles 500G
$1.95,Ririlong Hong Shu Fen SI 280G
$1.90,W/Swallow Fuzhou Dried Noodle Slice 454G
$2.45,W/Swallow Pot.Glass Noodle 400G
$0.95,Yi Jian Egg Noodle 200G
$3.00,Chang You Egg Pulls Noodle 1KG
$3.00,Chang You Sparerib Pulls Noodles 1KG
$3.80,Skytime Misoya 500G
$3.60,Gin Yun Chun Shaved Noodle (VEG)600G
$2.35,H/Family Family Noodle 1KG
$1.85,Ho I White Jade Noodle 340G
$1.50,Megah Yee Mee 375G
$1.60,Megah Yee Mee Big 320G
$1.45,Obasan Misua Noodles 280G
$1.60,Obasan Misoya Wholemeal Noodles 280G
$1.90,Obasan Soba Binchotan C'COAL N'DLES 280G
$1.65,Obasan Pumpkin Noodles 280G
$1.35,SL Companion Bean Mee 250G
$3.45,SL Hibiscus Noodle 600G
$1.20,Pagoda Mee Sua 250G
$10.90,Kangaroo Low Gi Rice 2KG
$2.65,Ting Top Rice Cake Slices 454G
$1.80,W/Swallow Xin Zhu Rice Stick 400G
$2.35,White Swallow Tungkow Rice Stick 500G
$3.40,Adabi Ketupat Rice 130GX6 (12S)
$3.40,Nona Ketupat(Mini) 20GX30S
$12.20,Greenmax Fine Multi Grains 1.5KG
$3.50,Greenmax Fine Multi Grains 350G
$3.40,Nona Ketupat 780G
$2.55,R22 Yellow Millet 400G (N)
$1.80,White Rice Cake 400G
$5.35,R24 Yellow Millet 1KG
$2.70,T/Ichiban Broad Noodle 900G
$1.15,K/Kang Bee Tai Mak 420G
$1.15,K/Kang Hokkien Noodles 420G
$1.15,K/Kang Kway Teow 420G
$1.15,K/Kang Hokkien Flat Noodles 420G
$1.15,K/Kang Laksa 420G
$1.15,K/Kang Ipoh Hor Fun 420G
$1.25,Fortune Hokkien Noodles Round 420G
$2.75,Fortune Teochew Meepok 6X70G
$2.75,Fortune Hong Kong Noodle 6X70G
$2.75,Fortune Wanton Noodle 4X100G
$2.00,U-Mian 400G
$2.00,Ban Mian 400G
$2.00,Mee Hoon Kuey 400G
$2.00,Wheat Noodle 300G
$2.00,Egg Noodle 300G
$1.65,Obasan Fresh Spinach Noodle 300G
$1.65,Obasan Fresh Wanton Noodle 300G
$2.65,A1 Instant Kway Teow 400G
$1.85,Ryushobo Hiyashi Chuka Ramen Ori 120G
$2.70,T/Ichiban Egg Noodle 900G
$4.90,Hosei Miso Udon Noodle 690G
$0.80,Kibun Ins.Japanese F/Udon 200G
$0.95,Mee Tai Bak 1/2KG
$0.95,Hand Made Mee 1/2KG
$0.95,Kwei Teow 1/2KG
$0.95,Cooked Mee 1/2KG
$1.05,Maicar Steamed Noodles 200G
$2.65,Tsk Pasteurised Fresh Laksa 1.5KG
$4.40,K/Kang Hokkien Noodles 3KG
$3.95,A1 Emperor Herb Ckn Noodle 4X90G
$3.90,Brumee Kollo Mee 5X100G
$1.80,Indomie Soup Noodles Chicken Curry 5X74G
$1.80,Indomie Soup Noodles Soto 5X78G
$3.50,Kangshifu Chilli Beef 5X102G
$3.50,Kangshifu Pickled Veg Porkrib 5SX119G
$3.50,Kangshifu Prawn Fla. 5X96G
$3.50,Kangshifu Stewed Beef 5X100G
$2.80,Mama Rice Vermicelli Clear Soup 5X55G
$2.15,Mama Shrimp Tom Yam 5X60G
$1.60,Mamee Instant Noodle Chicken 5SX73G
$1.60,Mamee Instant Noodle Duck 5SX76G
$1.60,Mamee Instant Noodle Tom Yam 5SX82G
$3.95,Ottogi Cheese Ramen 4SX111G
$5.50,Paldo Cheese Fromage Ramyun 5SX115G
$3.95,A1 Bak Kut Teh Noodles 4X90G
$3.95,A1 Abalone Noodle 150G
$4.15,Baijia Noodle Hot&Sour 5X105G
$4.15,Baijia S/Potato Noodle Asst (5S)531G
$2.20,Cintan Noodle Goreng Ala 5X78G
$1.75,Cintan Noodle Mushroom Ckn 5X75G
$1.75,Cintan Noodle Curry 5X76G
$2.20,Cintan Noodle Spicy Goreng 5X75G
$6.50,Paldo Clean Spicy Kokomen 5X120G
$1.75,Cintan Noodle Original 5X75G
$1.30,Cintan Non-Fried Noodle 330G
$2.15,CQYD Curry Noodle 5X86G
$1.30,Cintan Noodle Green 330G
$2.15,CQYD Chicken Noodle 5X86G
$2.15,CQYD Tomyam Noodles 5X85G
$2.15,CQYD Garlic Ckn Noodles 5X86G
$2.15,CQYD Prawn Noodles 5X85G
$2.15,CQYD Sesame Noodles 5X85G
$2.15,CQYD Spicy Sesame 5X86G
$2.15,E-Zee Instant Noodle 600G
$1.60,H/Family Chicken Instant Noodle 5X80G
$1.60,H/Family Vegetable Instant Noodles 5X80G
$1.60,H/Family Curry Instant Noodle 5X80G
$2.10,H/Family Easi-Cook Instant Noodles 700G
$2.40,Ibumie Mi Goreng Asli 5X80G
$1.50,Cooksi Hot & Spicy Rice Noodle 92G
$1.50,Cooksi Non Spicy Seafood Rice Noodle 92G
$1.50,Cooksi Spicy Seafood Rice Noodle 92G
$3.80,Chang Organic White Glutinous Rice 1KG
$1.50,Kangshifu Big Cup Ckn Mushroom 103G
$1.50,Kangshifu Big Cup Spicy Beef 108G
$4.95,R6 Glutinous Rice 3KG (N)
$5.85,R10 Black Glutinous Rice 1KG(N)
$1.50,Kangshifu Big Cup Stew Beef 105G
$2.20,Mama Rice Noodles Chand Clear Soup 65G
$2.65,R1 Black Glutinous Rice 400G(N)
$3.50,R2 Red Cargo Rice 1KG(N)
$2.20,Mama Rice Noodles Pho Ga 65G
$2.20,Mama Rice Noodles Tom Yum Goong 70G
$4.90,H/Family Glutinous Rice 2.5KG
$9.50,H/Family Glutinous Rice 5KG
$1.35,Nissin Kyusu White Cup Noodles 75G
$1.00,Nissin Thai Basil Ckn Cup Noodles 75G
$1.45,Nongshim Big Bowl Tempura Udon 111G
$2.30,Nongshim Shin Ramyun Black Cup 101G
$1.60,Ottogi Yeul Ramen Bowl 105G
$2.20,Paldo Kokomen King Cup 105G
$2.60,Samyang Hot Chicken Big Bowl 105G
$1.35,Nissin Cup Noodle Laksa 75G
$1.35,Nissin Cup Noodle Curry SF 75G
$1.35,Nissin Cup Noodle Cili Crab 75G
$1.35,Nissin Cup Noodle Chicken 75G
$1.35,Nissin Cup Noodle Cream Of Chicken 75G
$1.35,Nissin Cup Noodle M'ROOM Ckn 75G
$1.35,Nissin Cup Noodle Seafood 75G
$1.35,Nissin Cup Noodle Spicy SF 75G
$1.35,Nissin Cup Noodle T/Yam SF 75G
$0.75,Mamee Express Cup Chicken 60G
$0.75,Mamee Express Cup Tom Yam 60G
$0.75,Mamee Express Cup Vegetarian 60G
$1.20,Littlecook Shrimp Tomyam 105G
$1.35,CQYD Bowl Chicken 112G
$1.35,CQYD Bowl Seafood 113G
$4.30,Anarkali F/Basmati Rice 1KG
$1.35,CQYD Bowl Sesame 110G
$1.35,CQYD Roasted Beef 110G
$20.90,Anarkali S/Basmati Rice 5KG+EXTRA 500GM
$30.80,H/Family Ponni Rice 25KG
$1.35,CQYD Bowl XO Seafood 112G
$1.25,Koka Bowl Noodles-Tom Yam 90G
$34.80,House White Ponni Rice 25KG
$7.05,Malika Gold Premium Basmati Rice 2KG
$0.75,Littlecook Shrimp Tomyum 65G
$1.30,Myojo Big Bowl Sin.Laksa 100G
$17.00,Malika Gold Premium Basmati Rice 5KG
$1.30,Myojo Big Bowl S'PORE Ee Mian 100G
$23.40,Daawat Quick Cook Brown Basmati Rice 5KG
$1.20,Myojo Bowl Asam Laksa 80G
$1.20,Myojo Bowl Lor Mee 80G
$6.80,H/Family Premium Ponni Rice 5KG
$4.50,Daawat Basmati Rice 1KG
$21.20,Daawat Basmati Rice 5KG
$7.70,House Brand White Ponni Rice 5KG
$19.40,House Premium Basmati Rice 5KG
$4.80,Daawat Quick Cook Brown Basmati Rice 1KG
$19.00,Lahori Gate Basmati Rice 5KG
$3.10,Malabar Basmati Rice 1KG
$15.90,Tct Basmati Rice 5KG
$6.00,Paddy King USA Calrose Rice 2.5KG
$10.80,H/Family Premium Short Grain Rice 5KG
$3.50,Kangaroo Calrose White Rice 1KG
$12.20,Kangaroo Calrose Rice 5KG
$3.40,Okome Shortgrain Rice 1KG
$11.80,Okome Shortgrain Rice 5KG
$9.90,Paddy King Calrose Rice 5KG
$1.90,Saporito Spaghetti 500G
$4.05,LEGGO'S Bolognese 575G
$1.60,Maicar Spaghetti(Pkt) 400G
$0.80,Maicar Macaroni Elbow 150G
$0.80,Maicar Macaroni ABC 150G
$1.50,Maicar Macaroni Shell 400G
$1.50,Maicar Macaroni Spiral 400G
$1.60,Maicar Linguine Pasta 400G
$1.50,Maicar Large Elbow 400G
$1.50,Maicar Macaroni Elbow 400G
$11.95,Maicar Spaghetti 3KG
$3.50,Naturel Organic Pasta Fusilli 500G
$3.50,Naturel Organic Pasta Penne 500G
$3.50,Naturel Organic Pasta Macaroni 500G
$3.50,Naturel Organic Pasta Angel Hair 500G
$3.50,Naturel Organic Pasta Spaghetti 500G
$1.95,San Remo Pasta Linuine (No 1) 500G
$1.95,San Remo Pasta Vermicelli (NO.2) 500G
$1.95,San Remo Instant Spaghetti (NO.3) 500G
$1.95,San Remo Pasta Spaghetti (NO.5) 500G
$1.95,San Remo Pasta Angel Hair (No 9) 500G
$1.95,Sanremo Pasta FETTUCINPLA(NO12)500G
$1.95,San Remo Pasta Spiral (No 16) 500G
$1.95,San Remo Pasta Rigati Penne (No 18) 500G
$1.95,San Remo Pasta Small Shell (No 28) 500G
$1.95,San Remo Pasta Elbow (No 35) 500G
$1.95,San Remo Pasta Macaroni (No 38) 500G
$1.95,Sanremo Pasta Veger Spiral (No 121) 375G
$3.80,San Remo Large Instant Lasagna 250G
$1.90,Saporito Linguine 500G
$1.45,V21 M Macaroni 400G(N)
$7.50,Lai Lai Macaroni 3KG
$6.95,Golden Port Macaroni 3KG
$4.60,Naturel Tomato W M'ROOM Org.P/Sauce 340G
$4.60,Naturel Tomato W Arugula ORG.P/SAUCE340G
$4.60,Naturel Tomato W Pepper Org.P/Sauce 340G
$4.60,Naturel Tomato W E/Plant ORG.P/SAUCE340G
$4.60,Naturel Tomato W Basil Org.P/Sauce 340G
$2.20,Prego C&Herbs 290G
$2.20,Prego Alfredo Portobello 290G
$15.40,Songhe Noble Red Rice 5KG
$15.35,Songhe Noble Brown Rice 5KG
$3.55,Songhe Noble Brown Rice 1KG
$9.25,Naturel Organic Brown Rice 2KG
$6.90,New Moon Thai Red Cargo Rice 2KG
$9.25,Naturel Organic Mixed Rice 2KG
$3.20,Paddy King Brown Rice 1KG
$3.20,Paddy King Red Cargo Rice 1KG
$13.90,Golden Leaf Frag & Mixed Brown Rice 5KG
$3.30,Golden Eagle FR Brown Jasmine Rice 700G
$3.30,Golden Eagle Fresh Red Brown Rice 700G
$13.50,Golden Eagle Fr/Brown Jasmine Rice 5KG
$13.50,Golden Eagle Fresh Red Brown Rice 5KG
$5.10,Chang Organic Mixed Brown Rice 1KG
$9.30,Chang Organic Mixed Brown Rice 2KG
$5.10,Chang Organic Red Brown Rice 1KG
$9.30,Chang Organic Red Brown Rice 2KG
$5.80,Chang Organic 3 Colour Rice 1KG
$9.30,Chang Organic Hom Mali Brown Rice 2KG
$9.30,Chang Organic Crystal Brown Rice 2KG
$4.30,Mountains Organic Millet 350G
$1.70,Jingqian Pai G/Orange Oil 400ML
$7.20,Leila Pure Ghee 400G
$14.50,Q.B.B Pure Ghee 800G
$7.90,Q.B.B Pure Ghee 400G
$26.10,Q.B.B Pure Ghee 1600G
$13.80,Leila Pure Ghee 800G
$5.95,Oki Premium Soyabean Oil 2L
$3.30,H/Family Soya Bean Oil 1L
$5.80,H/Family Soya Bean Oil 2L
$12.60,H/Family Soya Bean Oil 5L
$5.95,Golden Soya Bean Oil 2L
$6.50,Soyalite Soya Bean Oil 2KG
$13.30,Royal G/Grain Fragrant Rice 5KG(NEWCROP)
$3.10,Royal G/Grain Premium Fragrant Rice 1KG
$12.80,Royal G/Grain Premium Fragrant Rice 5KG
$23.80,Royal G/Grain Premium Fragrant Rice 10KG
$56.80,Royal G/Grain Premium Fragrant Rice 25KG
$8.80,H/Family Special Fragrant Rice 5KG
$1.90,H/Family Fragrant Jasmine Rice 1KG
$4.20,H/Family Fragrant Jasmine Rice 2.5KG
$7.80,H/Family Fragrant Jasmine Rice 5KG
$14.80,H/Family Fragrant Jasmine Rice 10KG
$32.80,H/Family Fragrant Jasmine Rice 25KG
$9.30,Nang Rum Thai Fragrant Rice 5KG
$18.50,Nang Rum Thai Fragrant Rice 10KG
$11.30,Matahari Premium Fragrant Rice 5KG
$19.50,Matahari Pre.Fragrant Rice 10KG
$14.20,New Moon Premium Fragrant Rice 5KG
$13.30,Golden Eagle Thai Fragrant Rice 5KG
$1.60,Sailing Boat Vegetable Oil 500ML
$12.80,G/P'apple Rice New Crops 5KG
$10.80,G/P'apple Fragrant Rice 5KG
$4.35,Sotong Brand Cooking Oil 2KG
$9.50,Sotong Veg Oil 5L
$21.20,G/P'apple Fragrant Rice 10KG
$12.80,G/Phoenix Rice 5KG
$1.60,H/Family Vegetable Oil 500ML
$2.40,H/Family Vegetable Oil 1L
$25.50,G/Phoenix Rice 10KG
$3.90,H/Family Vegetable Oil 2L
$5.60,H/Family Vegetable Oil 3L
$7.25,Golden Peony Jasmine Fragrant Rice 5KG
$22.80,G/Peony Thai Hom Mali Rice 10KG
$7.60,H/Family Vegetable Oil 5L
$21.80,H/Family Vegetable Oil 17L
$12.90,Paddy King Thai Jasmine Rice 5KG
$22.90,Paddy King Thai Jasmine Rice 10KG
$9.95,Duck Brand Vege Cooking Oil 5L
$2.55,Sailing Boat Oil 1L
$13.95,R/Umbrella Fragrant Rice(New CROP)5KG
$28.80,R/Umbrella Fragrant Rice 10KG
$3.95,Sailing Boat Oil 2L
$8.50,Sailing Boat Oil 5L
$14.50,R/Umbrella Fragrant Rice 5KG
$7.20,P/Land Jasmine Rice 5KG
$9.85,Harmuni Veg Oil 5L
$4.80,Cabbage Vegetable Cooking Oil 2L
$14.80,Songhe New Crop Rice 5KG
$15.50,Songhe Fragrant Rice 5KG
$4.50,Duck Brand Cooking Oil 2L
$2.95,Knife Cooking OIL(S)500ML
$28.50,Songhe Fragrant Rice 10KG
$21.50,Jin Huang Fragrant Rice 10KG
$3.65,Knife Cooking Oil(S) 1L
$6.95,Knife Cooking Oil(S) 2L
$10.95,Jin Huang Fragrant Rice 5KG
$23.50,Harmuni Rice 10KG
$9.95,Knife Cooking Oil 3L
$19.20,Knife Cooking Oil 5L+1L
$8.50,Knife Rice Bran Oil 2L
$18.95,Knife Rice Bran Oil 5L
$8.50,Ricefield Oil 2L
$10.95,Cock Brand Groundnut Oil 2L
$6.60,K/Rooster Cooking Oil 2L
$19.50,Ricefield Rice Bran Oil 5L
$11.90,Natural Organic Olive Oil 500ML
$19.50,Naturel Pure Olive Oil 2L
$7.60,Naturel Extra Virgin Olive Oil 500ML
$9.25,Naturel Ex Light Olive Oil 750ML
$9.25,Naturel Pure Olive Oil 750ML
$8.80,Borges E/Virgin Olive Oil 500ML
$14.50,Borges Pure Olive Oil 1L
$15.95,Borges E/Virgin Olive Oil 1L
$14.50,Borges Ex Light Olive Oil 1L
$25.90,Borges Ex Light Olive Oil 2L
$25.90,Borges Pure Olive Oil 2L
$28.90,Borges Extra Virgin Oil 2L
$12.00,Bhd Buja Makkoli Grape 9% 375ML
$12.00,Bhd Buja Makkoli Original 10% 375ML
$19.75,K/Soondang Bokbunja (Raspberry)Rw 375ML
$35.50,Kong Bao Jia Jiu ALC39% 500ML
$8.05,Zhi Bao San Bian Jiu ALC40% 125ML
$16.90,Vecorn Pure Corn Oil 5L
$9.30,Red Star Er Gua Tou Chiew ALC56% 100ML
$46.00,Greatwall Kao Liang Jiu ALC45% 500ML
$2.20,H/Family Sunflower Oil 500ML
$3.60,H/Family Sunflower Oil 1L
$43.10,Red Star Er Guo Tou Chiew ALC56% 500ML
$5.90,H/Family Sunflower Oil 2L
$8.60,H/Family Sunflower Oil 3L
$13.90,H/Family Sunflower Oil 5L
$2.10,H/Family Canola Oil 500ML
$3.50,H/Family Canola Oil 1L
$5.70,H/Family Canola Oil 2L
$13.50,H/Family Canola Oil 5L
$7.90,Sunbeam Sunflower Oil 2L
$6.90,Sunbeam Canola Oil 2L
$6.50,Oki Premium Sunflower Oil 2L
$6.95,Oki Premium B/Oil Sunflower&Canola 2L
$6.50,Oki Premium Canola Oil 2L
$13.20,Oki Premium Canola  5L
$4.95,Naturel Sunflower Oil 1L
$7.80,Naturel Sunflower Oil 2L
$4.50,Naturel Canola Oil 1L
$7.50,Naturel Canola Oil 2L
$10.50,Naturel Canola Oil 3L
$4.95,Naturel Canola+Sunflower Oil 1L
$8.50,Naturel Premium Oil 2L
$10.95,Naturel Premium Oil 3L
$7.20,Veflower Sunflower Oil 2L
$13.80,Venola Canola Oil 5L
$9.00,Vecorn Pure Corn Oil 2L
$5.95,Golden Sunflower Oil 2L
$13.95,Golden Sunflower Oil 5L
$5.95,Golden Canola Oil 2L
$7.45,Golden Corn Oil 2L
$7.50,G/Circle Corn Oil 2L
$6.95,Knife Added W/Canola Oil 2L
$12.95,Golden Canola Oil 5L
$16.30,Sunlico Sunflower Oil 5L
$4.55,Kronenbourg 1664 Beer ALC5% 330ML
$25.35,Kronenbourg 1664 Premium Beer 5%6SX330ML
$4.05,Snow Beer Bottle ALC4.3% 580ML
$4.35,Somersby B'BERRY Cider ALC4.5% 330ML
$4.35,Somersby Apple Cider ALC4.5% 330ML
$4.35,Somersby Pear Cider ALC4.5% 330ML
$4.50,HOOPER'S Hooch Lemon Vodka ALC5% 275ML
$4.50,HOOPER'S Hooch B'CUR Vodka ALC5% 275ML
$4.50,HOOPER'S Hooch Orange Vodka ALC5% 275ML
$3.50,Tanduay Natural Citrus 5% Alc 330ML(BOT)
$4.50,Bacardi Breezer Orange 4.8% 275ML
$3.50,Tanduay Red Mirage 5% Alc 330ML(BOT)
$3.50,Tanduay Blue Illusion 5% Alc 330ML(BOT)
$2.95,Hoegaarden White Bot ALC4.9% 330ML
$4.05,Corona Beer ALC4.6% 355ML
$5.10,Kronenbourg 1664 Beer Citrus ALC5% 330ML
$4.90,Vodka Mudshake Chocolate ALC4% 270ML
$4.90,Vodka Mudshake Cappuccino ALC4% 270ML
$3.90,Vodka Cruiser Blueberry ALC4.8% 275ML
$3.90,Vodka Cruiser Peach ALC4.8% 275ML
$3.90,Vodka Cruiser Passionfruit ALC4.8% 275ML
$3.90,Vodka Cruiser Raspberry ALC4.8% 275ML
$5.70,Carlsberg Alc 5% 644ML (Bot)
$5.55,Tiger Beer ALC5% 633ML (Bot)
$6.30,Heineken ALC5% 640ML (Bot)
$3.10,Wei HA Wei Lager Beer ALC4% 580ML(B)
$3.20,Pearl River Draft Beer ALC3.6% 600ML(B)
$3.40,Pearl River Lager Beer ALC4.3% 600ML
$5.55,Kingfisher Strong Beer ALC8% 650ML
$5.10,Tsingtao Beer (Bot) ALC5% 640ML
$4.95,'KNOCKOUT' P/Beer 650ML
$6.95,BARON'S Strong Brew ALC8.8% 633ML
$6.80,ABC Extra Stout ALC6% 633ML
$7.45,Guinness Stout ALC5.5% 640ML
$5.50,Kalyani B/L S/S B/Beer ALC7.2%650ML
$4.70,Anchor Beer ALC4.5% 633ML
$4.50,Bacardi Breezer Lime 4.8% 275ML
$4.50,Bacardi Breezer Peach 4.8% 275ML
$4.80,Singha (Bot) ALC5% 630ML
$18.50,Mandarin Duck Moscato Ww ALC8% 750ML
$20.50,Chateau Castenet Entre-Deux-M AOC
